,Unnamed: 0,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg,Season,Team Performance,MPG
658,4837,Sam Young,SF,24,MEM,80,1,1321,8.7,19.3,0.451,0.4,2.2,0.196,8.3,17.1,0.483,5.3,6.8,0.777,3.0,4.8,7.8,2.0,1.3,0.8,3.7,4.1,23.1,,102.0,112.0,2009-2010,Average,16.5
659,4787,Hasheem Thabeet,C,22,MEM,68,13,883,4.5,7.6,0.588,0.0,0.0,,4.5,7.6,0.588,3.1,5.4,0.581,4.9,9.2,14.1,0.6,0.9,5.2,2.5,9.4,12.1,,113.0,105.0,2009-2010,Average,15.5
660,5134,O.J. Mayo,SG,23,MEM,71,17,1869,8.5,20.9,0.407,2.7,7.4,0.364,5.8,13.5,0.431,2.8,3.7,0.756,1.0,3.8,4.8,4.1,2.0,0.7,2.8,3.5,22.4,,101.0,107.0,2010-2011,Average,26.3
661,4921,Darrell Arthur,PF,22,MEM,80,9,1609,10.1,20.3,0.497,0.0,0.2,0.0,10.1,20.1,0.502,3.5,4.3,0.813,3.7,7.4,11.1,1.7,1.7,2.0,2.9,7.4,23.7,,106.0,104.0,2010-2011,Average,20.8
662,5633,O.J. Mayo,SG,24,MEM,66,0,1771,9.0,22.0,0.408,3.0,8.2,0.364,6.0,13.8,0.434,4.0,5.1,0.773,0.9,5.4,6.3,5.0,2.1,0.7,3.7,4.1,24.9,,101.0,103.0,2011-2012,Average,26.8
663,5452,Dante Cunningham,PF,24,MEM,64,5,1124,6.8,13.1,0.516,0.0,0.1,0.0,6.8,13.0,0.52,2.1,3.2,0.652,4.3,7.3,11.6,1.7,2.0,1.6,1.4,4.6,15.7,,115.0,101.0,2011-2012,Average,26.3
664,5864,Jerryd Bayless,PG,24,MEM,80,4,1765,8.0,19.1,0.419,2.2,6.2,0.353,5.8,12.9,0.45,3.1,3.8,0.836,0.7,4.7,5.4,8.1,1.8,0.5,3.7,5.2,21.3,,104.0,103.0,2012-2013,Average,22.1
665,6138,Quincy Pondexter,SF,24,MEM,59,1,1243,5.6,13.1,0.428,2.6,6.6,0.395,3.0,6.4,0.463,2.6,3.3,0.787,1.9,3.9,5.8,2.7,1.5,0.3,1.8,4.1,16.4,,114.0,104.0,2012-2013,Average,21.1
666,6565,Mike Miller,SF,33,MEM,82,4,1707,6.7,13.9,0.481,3.3,7.3,0.459,3.3,6.6,0.505,1.4,1.8,0.821,0.9,5.5,6.5,4.1,0.8,0.2,2.4,3.0,18.1,,115.0,109.0,2013-2014,Average,23.2
667,6521,Kosta Koufos,C,24,MEM,80,22,1349,9.0,18.2,0.495,0.0,0.0,,9.0,18.2,0.495,2.4,3.7,0.645,6.3,10.2,16.6,1.5,1.3,2.8,2.7,7.2,20.4,,106.0,101.0,2013-2014,Average,20.8
668,7163,Beno Udrih,PG,32,MEM,79,12,1494,8.6,17.6,0.487,0.9,3.4,0.268,7.7,14.3,0.539,3.0,3.6,0.853,0.7,4.3,5.0,7.7,1.6,0.3,3.1,3.1,21.1,,108.0,105.0,2014-2015,Average,18.9
669,7016,Kosta Koufos,C,25,MEM,81,3,1348,7.0,13.9,0.508,0.0,0.0,,7.0,13.9,0.508,2.1,3.3,0.647,4.7,11.8,16.5,1.4,1.1,2.4,2.7,5.7,16.2,,103.0,99.0,2014-2015,Average,16.6
670,7431,JaMychal Green,PF,25,MEM,78,15,1446,8.2,17.6,0.465,0.5,1.6,0.333,7.7,16.0,0.478,3.7,4.9,0.752,4.9,8.3,13.3,2.4,1.6,1.2,3.0,6.7,20.6,,105.0,107.0,2015-2016,Average,24.3
671,7350,Vince Carter,SG,39,MEM,60,3,1005,6.8,17.6,0.388,3.0,8.7,0.349,3.8,8.9,0.425,3.6,4.3,0.833,1.6,5.9,7.5,2.9,1.9,0.8,1.8,5.2,20.2,,107.0,108.0,2015-2016,Average,18.5
672,7814,Vince Carter,SF,40,MEM,73,15,1799,5.6,14.2,0.394,3.2,8.6,0.378,2.3,5.6,0.418,2.5,3.3,0.765,1.0,5.5,6.6,3.8,1.7,1.0,1.4,4.7,16.9,,112.0,108.0,2016-2017,Average,24.6
673,8080,Zach Randolph,PF,35,MEM,73,5,1786,12.6,28.1,0.449,0.6,2.7,0.223,12.0,25.3,0.474,4.1,5.6,0.731,5.3,12.1,17.4,3.6,1.1,0.3,2.9,4.0,29.9,,103.0,106.0,2016-2017,Average,24.5
674,8515,Jarell Martin,PF,23,MEM,73,36,1661,6.7,15.1,0.446,1.0,3.0,0.347,5.7,12.1,0.47,2.7,3.5,0.767,3.0,6.7,9.7,2.2,1.2,1.5,2.6,6.4,17.2,,101.0,111.0,2017-2018,bottom,31.1
675,8371,Tyreke Evans,PG,28,MEM,52,32,1607,11.5,25.5,0.452,3.6,9.0,0.399,7.9,16.5,0.482,5.2,6.6,0.785,1.4,7.0,8.3,8.5,1.8,0.5,3.7,3.0,31.8,,111.0,111.0,2017-2018,bottom,30.9
676,8790,Kyle Anderson,SF,25,MEM,43,40,1281,5.8,10.7,0.543,0.3,1.3,0.265,5.5,9.4,0.583,1.4,2.5,0.578,1.9,7.9,9.7,5.0,2.1,1.4,2.3,4.3,13.4,,110.0,107.0,2018-2019,Average,29.8
677,8850,Bruno Caboclo,PF,23,MEM,34,19,800,6.0,14.0,0.427,3.0,8.1,0.369,3.0,5.9,0.505,2.6,3.1,0.84,2.6,7.2,9.8,3.1,0.9,2.1,2.4,5.0,17.5,,109.0,109.0,2018-2019,Average,23.5
678,9316,Kyle Anderson,SF,26,MEM,67,28,1330,5.5,11.6,0.474,0.8,3.0,0.282,4.7,8.6,0.541,1.8,2.7,0.667,2.0,8.0,10.0,5.7,1.9,1.3,2.3,3.9,13.7,,109.0,109.0,2019-2020,Average,22.4
679,9393,Brandon Clarke,PF,23,MEM,58,4,1300,10.6,17.2,0.618,0.8,2.3,0.359,9.8,14.9,0.658,3.1,4.0,0.759,3.3,9.1,12.4,2.9,1.1,1.7,2.0,3.6,25.1,,127.0,109.0,2019-2020,Average,19.9
680,9859,Desmond Bane,SG,22,MEM,68,17,1519,7.4,15.7,0.469,3.7,8.5,0.432,3.7,7.2,0.513,1.3,1.5,0.816,1.0,5.6,6.6,3.7,1.3,0.5,1.9,3.9,19.7,,115.0,114.0,2020-2021,Average,25.2
681,9922,Brandon Clarke,PF,24,MEM,59,16,1415,8.7,16.7,0.517,0.7,2.6,0.26,8.0,14.1,0.565,2.6,3.8,0.69,3.3,7.8,11.1,3.2,2.0,1.7,1.1,2.8,20.6,,119.0,109.0,2020-2021,Average,24.0
682,10686,De'Anthony Melton,SG,23,MEM,73,15,1657,8.1,20.1,0.404,4.0,10.7,0.374,4.1,9.3,0.44,2.6,3.5,0.75,1.8,7.6,9.5,5.6,3.0,1.1,3.2,3.7,22.8,,108.0,107.0,2021-2022,top,27.7
683,10624,Tyus Jones,PG,25,MEM,73,23,1549,7.7,17.0,0.451,2.5,6.3,0.39,5.2,10.7,0.487,1.7,2.0,0.818,0.5,4.9,5.4,10.0,2.0,0.1,1.4,1.0,19.5,,125.0,112.0,2021-2022,top,22.7
684,11199,Tyus Jones,PG,26,MEM,80,22,1940,7.6,17.4,0.438,3.0,8.0,0.371,4.7,9.4,0.495,2.0,2.4,0.8,0.7,4.2,4.9,10.2,2.0,0.1,1.8,0.8,20.1,,122.0,113.0,2022-2023,Average,41.0
685,10984,Santi Aldama,PF,22,MEM,77,20,1682,7.0,14.8,0.47,2.7,7.5,0.353,4.3,7.3,0.591,3.0,4.1,0.75,2.4,8.1,10.5,2.7,1.3,1.4,1.7,4.0,19.7,,120.0,111.0,2022-2023,Average,24.3
686,61,Anthony Carter,PG,24,MIA,79,30,1859,5.8,14.7,0.395,0.1,0.7,0.13,5.7,14.0,0.407,2.7,3.6,0.75,1.4,4.3,5.7,10.9,2.7,0.1,5.0,4.8,14.3,,91.0,102.0,1999-2000,Average,27.1
687,385,Clarence Weatherspoon,PF,29,MIA,78,2,1615,7.1,13.9,0.513,0.0,0.0,,7.1,13.9,0.513,4.5,6.1,0.738,4.2,10.6,14.9,3.1,1.7,1.6,3.3,5.5,18.7,,108.0,98.0,1999-2000,Average,23.5
688,497,Anthony Carter,PG,25,MIA,72,6,1630,6.6,16.2,0.406,0.2,1.4,0.15,6.4,14.9,0.43,2.2,3.5,0.631,1.6,4.5,6.1,9.1,2.5,0.3,4.0,5.2,15.6,,91.0,99.0,2000-2001,Average,24.6
689,575,A.C. Green,PF,37,MIA,82,1,1411,5.6,12.7,0.444,0.0,0.2,0.0,5.6,12.4,0.453,3.1,4.3,0.712,4.2,8.0,12.2,1.5,1.2,0.3,1.8,4.6,14.3,,104.0,99.0,2000-2001,Average,23.5
690,1061,Jim Jackson,SF,31,MIA,55,19,1825,7.2,16.2,0.442,1.1,2.4,0.469,6.0,13.7,0.438,2.3,2.6,0.862,1.6,7.1,8.7,4.2,1.3,0.4,3.2,4.4,17.7,,97.0,102.0,2001-2002,Average,33.2
691,994,LaPhonso Ellis,SF,31,MIA,66,14,1684,6.2,14.7,0.418,1.2,4.0,0.306,4.9,10.7,0.46,1.7,2.7,0.631,3.5,5.9,9.4,1.8,1.0,1.2,2.4,6.4,15.3,,96.0,102.0,2001-2002,Average,25.5
692,1495,Mike James,PG,27,MIA,78,8,1722,6.9,18.6,0.373,2.1,7.2,0.294,4.8,11.3,0.423,3.3,4.5,0.732,0.8,3.9,4.7,7.8,2.0,0.2,3.4,5.6,19.3,,96.0,104.0,2002-2003,bottom,22.1
693,1653,Vladimir Stepania,C,26,MIA,79,6,1594,6.3,14.6,0.433,0.0,0.0,,6.3,14.6,0.433,2.4,4.6,0.53,7.2,11.8,19.0,0.8,1.5,1.4,2.4,5.8,15.1,,97.0,99.0,2002-2003,bottom,21.0
694,1750,Rafer Alston,PG,27,MIA,82,28,2581,6.1,16.2,0.376,3.4,9.2,0.371,2.7,7.0,0.382,2.2,2.8,0.769,0.5,4.2,4.8,7.9,2.4,0.4,2.7,4.5,17.7,,105.0,102.0,2003-2004,Average,31.5
695,1894,Udonis Haslem,PF,23,MIA,75,24,1795,6.2,13.6,0.459,0.0,0.1,0.0,6.2,13.5,0.462,4.3,5.6,0.765,5.7,8.6,14.4,1.6,1.0,0.7,2.2,6.0,16.7,,109.0,102.0,2003-2004,Average,23.9
696,2245,Rasual Butler,SF,25,MIA,65,15,1203,7.2,18.0,0.399,2.5,6.7,0.373,4.7,11.3,0.414,1.6,2.1,0.771,0.7,6.0,6.6,2.7,0.8,1.3,1.6,4.6,18.5,,100.0,105.0,2004-2005,top,18.5
697,2287,Keyon Dooling,PG,24,MIA,74,0,1184,6.2,15.4,0.403,0.8,3.3,0.253,5.4,12.1,0.444,3.8,4.9,0.78,0.5,3.5,4.0,5.9,1.7,0.5,2.9,5.4,17.1,,99.0,106.0,2004-2005,top,16.0
698,2942,Gary Payton*,PG,37,MIA,81,25,2305,5.2,12.4,0.42,1.5,5.2,0.287,3.7,7.2,0.517,2.3,2.9,0.794,0.8,4.5,5.3,5.8,1.6,0.2,2.3,3.8,14.2,,107.0,107.0,2005-2006,Average,28.5
699,3029,Antoine Walker,PF,29,MIA,82,19,2199,9.3,21.4,0.435,3.3,9.1,0.358,6.1,12.3,0.493,1.9,3.1,0.628,2.5,7.6,10.0,4.0,1.1,0.7,3.6,4.5,23.8,,101.0,105.0,2005-2006,Average,26.8
700,3421,James Posey,SF,30,MIA,71,19,1919,5.2,12.0,0.431,2.7,7.2,0.375,2.5,4.8,0.514,2.3,2.7,0.827,1.8,8.1,9.9,2.6,2.0,0.6,1.5,5.4,15.3,,116.0,104.0,2006-2007,Average,28.4
701,3506,Antoine Walker,PF,30,MIA,78,15,1818,7.8,19.6,0.397,2.5,9.0,0.275,5.3,10.7,0.499,1.4,3.1,0.438,2.7,7.3,10.0,3.8,1.4,0.5,4.1,5.1,19.4,,89.0,106.0,2006-2007,Average,27.0
702,3646,Daequan Cook,SG,20,MIA,59,19,1441,7.2,19.0,0.381,2.9,8.8,0.332,4.3,10.2,0.424,1.7,2.1,0.825,0.7,5.8,6.5,2.8,0.8,0.3,2.3,5.8,19.1,,93.0,113.0,2007-2008,bottom,27.6
703,3860,Chris Quinn,PG,24,MIA,60,25,1340,6.3,14.8,0.424,2.5,6.3,0.403,3.7,8.5,0.439,3.4,3.9,0.867,0.4,4.2,4.7,7.1,1.8,0.2,2.2,3.6,18.5,,113.0,112.0,2007-2008,bottom,25.1
704,4054,Michael Beasley,PF,20,MIA,81,19,2009,12.0,25.4,0.472,0.9,2.2,0.407,11.1,23.3,0.478,4.9,6.4,0.772,2.9,8.7,11.7,2.2,1.1,1.0,3.2,4.9,29.8,,103.0,108.0,2008-2009,Average,24.8
705,4096,Daequan Cook,SF,21,MIA,75,4,1833,7.0,18.8,0.375,4.5,11.5,0.387,2.6,7.3,0.356,1.4,1.6,0.875,0.6,5.0,5.5,2.1,1.1,0.3,1.2,3.6,20.0,,104.0,111.0,2008-2009,Average,24.4
706,4625,Udonis Haslem,PF,29,MIA,78,0,2177,7.7,15.5,0.494,0.0,0.0,,7.7,15.5,0.494,3.6,4.7,0.762,4.1,11.4,15.5,1.3,0.7,0.6,1.8,4.3,19.0,,111.0,104.0,2009-2010,Average,27.9
707,4535,Mario Chalmers,PG,23,MIA,73,22,1807,5.4,13.5,0.401,2.2,7.0,0.318,3.2,6.5,0.491,2.4,3.3,0.745,0.7,3.3,4.0,7.3,2.7,0.4,3.6,5.2,15.4,,100.0,105.0,2009-2010,Average,24.8
708,4968,Mario Chalmers,PG,24,MIA,70,28,1579,5.2,13.0,0.399,2.8,7.7,0.359,2.4,5.3,0.459,1.8,2.1,0.871,0.4,4.5,4.9,5.9,2.5,0.2,3.0,5.3,14.9,,103.0,104.0,2010-2011,top,26.5
709,5102,James Jones,SF,30,MIA,81,8,1549,5.0,11.8,0.422,4.2,9.8,0.429,0.8,2.0,0.39,2.0,2.5,0.833,0.8,4.7,5.5,1.5,1.0,0.6,0.7,4.4,16.2,,128.0,107.0,2010-2011,top,22.6
710,5541,Udonis Haslem,PF,31,MIA,64,10,1589,5.0,11.8,0.423,0.0,0.0,,5.0,11.8,0.423,2.7,3.4,0.814,3.9,11.7,15.6,1.4,1.2,0.8,2.0,4.7,12.8,,102.0,99.0,2011-2012,top,24.8
711,5390,Shane Battier,SF,33,MIA,65,10,1499,4.0,10.3,0.387,2.2,6.4,0.339,1.8,3.8,0.468,0.8,1.3,0.622,2.0,3.5,5.5,2.9,2.2,1.2,1.3,3.7,10.9,,108.0,102.0,2011-2012,top,23.1
712,5841,Ray Allen*,SG,37,MIA,79,0,2035,7.6,16.9,0.449,3.6,8.6,0.419,4.0,8.3,0.48,3.6,4.1,0.886,1.0,4.6,5.6,3.5,1.7,0.4,2.7,3.4,22.5,,112.0,107.0,2012-2013,top,25.8
713,5862,Shane Battier,SF,34,MIA,72,20,1786,4.5,10.7,0.42,4.0,9.4,0.43,0.5,1.4,0.348,0.9,1.1,0.842,1.1,3.8,4.9,2.1,1.2,1.6,1.0,4.4,14.0,,122.0,107.0,2012-2013,top,24.8
714,6381,Norris Cole,PG,25,MIA,82,6,2014,5.4,13.1,0.414,1.6,4.5,0.345,3.8,8.5,0.451,1.4,1.8,0.779,0.4,3.7,4.2,6.5,2.0,0.1,3.3,4.1,13.8,,96.0,108.0,2013-2014,Average,26.5
715,6307,Ray Allen*,SG,38,MIA,73,9,1936,6.5,14.8,0.442,3.2,8.4,0.375,3.4,6.4,0.53,2.9,3.2,0.905,0.6,4.9,5.6,3.9,1.5,0.2,2.3,3.1,19.1,,111.0,109.0,2013-2014,Average,24.6
716,6860,Mario Chalmers,PG,28,MIA,80,37,2368,6.0,14.8,0.403,1.6,5.5,0.294,4.3,9.3,0.467,4.6,5.9,0.774,0.5,4.1,4.6,6.8,2.7,0.2,3.9,5.6,18.1,,100.0,107.0,2014-2015,Average,29.6
717,7182,Hassan Whiteside,C,25,MIA,48,32,1142,11.2,17.9,0.628,0.0,0.0,,11.2,17.9,0.628,3.6,7.2,0.5,6.7,15.6,22.3,0.3,1.2,5.7,2.7,6.0,26.1,,117.0,97.0,2014-2015,Average,26.2
718,7687,Justise Winslow,SF,19,MIA,78,8,2232,4.5,10.6,0.422,0.7,2.7,0.276,3.7,8.0,0.471,1.8,2.7,0.684,1.9,7.4,9.3,2.7,1.6,0.6,2.2,4.2,11.5,,97.0,105.0,2015-2016,Average,28.6
719,7430,Gerald Green,SG,30,MIA,69,14,1557,7.6,19.3,0.392,2.8,8.6,0.323,4.8,10.8,0.446,2.4,3.0,0.783,0.8,4.5,5.4,1.8,1.3,0.6,1.5,4.1,20.3,,99.0,107.0,2015-2016,Average,24.0
720,7956,Tyler Johnson,PG,24,MIA,73,0,2178,8.3,19.1,0.433,2.2,5.8,0.372,6.1,13.3,0.46,4.5,5.9,0.768,1.2,5.6,6.8,5.4,1.9,1.0,2.1,4.1,23.2,,112.0,107.0,2016-2017,Average,34.7
721,7953,James Johnson,PF,29,MIA,76,5,2085,8.9,18.6,0.479,2.1,6.2,0.34,6.8,12.4,0.548,3.7,5.2,0.707,1.6,7.5,9.1,6.7,1.8,2.1,4.1,4.8,23.6,,107.0,105.0,2016-2017,Average,30.5
722,8467,Tyler Johnson,PG,25,MIA,72,39,2052,7.6,17.4,0.435,2.9,7.9,0.367,4.6,9.5,0.491,2.6,3.2,0.822,0.8,5.2,6.1,4.0,1.5,0.8,2.0,3.6,20.6,,109.0,108.0,2017-2018,Average,30.6
723,8366,Wayne Ellington,SG,30,MIA,77,2,2041,7.0,17.2,0.407,5.6,14.2,0.392,1.4,3.0,0.479,1.6,1.9,0.859,0.6,4.8,5.4,1.9,1.3,0.2,1.3,2.3,21.3,,113.0,110.0,2017-2018,Average,28.5
724,8780,Bam Adebayo,C,21,MIA,82,28,1913,7.2,12.4,0.576,0.1,0.4,0.2,7.1,12.0,0.588,4.2,5.8,0.735,4.2,11.0,15.2,4.7,1.8,1.7,3.1,5.2,18.6,,120.0,104.0,2018-2019,Average,27.5
725,9187,Dwyane Wade*,SG,37,MIA,72,2,1885,10.8,24.9,0.433,2.2,6.8,0.33,8.6,18.1,0.472,4.3,6.0,0.708,1.8,5.6,7.4,7.8,1.5,1.0,4.3,3.1,28.1,,102.0,109.0,2018-2019,Average,26.2
726,9422,Goran Dragić,PG,33,MIA,59,3,1663,9.4,21.3,0.441,3.6,9.9,0.367,5.7,11.3,0.505,5.6,7.2,0.776,0.9,4.6,5.5,8.8,1.2,0.3,4.2,3.6,28.0,,110.0,113.0,2019-2020,Average,32.0
727,9488,Tyler Herro,SG,20,MIA,55,8,1508,8.7,20.4,0.428,3.8,9.6,0.389,5.0,10.8,0.462,2.8,3.2,0.87,0.5,6.7,7.3,3.9,1.1,0.3,2.8,2.5,24.1,,103.0,112.0,2019-2020,Average,28.2
728,10019,Tyler Herro,SG,21,MIA,54,15,1635,9.3,21.2,0.439,3.3,9.0,0.36,6.1,12.2,0.498,2.9,3.6,0.803,0.8,7.4,8.1,5.6,1.1,0.5,3.1,2.2,24.8,,104.0,113.0,2020-2021,Average,30.3
729,10038,Andre Iguodala,SF,37,MIA,63,5,1339,3.5,9.2,0.383,2.2,6.8,0.33,1.3,2.4,0.53,0.9,1.4,0.658,1.4,6.8,8.2,5.3,2.1,1.3,2.5,3.3,10.2,,103.0,110.0,2020-2021,Average,28.0
730,10575,Tyler Herro,SG,22,MIA,66,10,2151,11.7,26.1,0.447,4.1,10.2,0.399,7.6,15.9,0.477,4.4,5.1,0.868,0.7,6.9,7.7,6.1,1.0,0.2,4.0,2.2,31.8,,107.0,111.0,2021-2022,top,32.6
731,10839,Gabe Vincent,PG,25,MIA,68,27,1589,6.7,16.2,0.417,3.7,10.2,0.368,3.0,6.0,0.5,1.4,1.7,0.815,0.7,3.3,4.0,6.6,2.0,0.4,3.1,5.0,18.6,,107.0,111.0,2021-2022,top,23.4
732,11376,Max Strus,SF,26,MIA,80,33,2272,7.1,17.3,0.41,4.3,12.4,0.35,2.8,5.0,0.559,1.7,2.0,0.876,1.1,4.6,5.7,3.8,0.9,0.3,1.5,3.6,20.3,,113.0,117.0,2022-2023,Average,28.4
733,11399,Gabe Vincent,PG,26,MIA,68,34,1759,6.5,16.1,0.402,3.3,9.9,0.334,3.1,6.2,0.512,1.9,2.2,0.872,0.8,3.3,4.1,4.7,1.8,0.1,2.6,4.4,18.2,,104.0,115.0,2022-2023,Average,26.3
734,368,Tim Thomas,SF,22,MIL,80,1,2093,8.6,18.6,0.461,1.6,4.5,0.346,7.0,14.1,0.497,4.6,6.0,0.774,2.5,5.7,8.2,2.8,1.5,0.8,3.2,5.6,23.4,,107.0,109.0,1999-2000,Average,26.2
735,224,Danny Manning,PF,33,MIL,72,0,1217,6.3,14.4,0.44,0.0,0.2,0.25,6.3,14.2,0.442,1.4,2.2,0.654,2.1,6.7,8.8,3.1,2.6,1.2,2.3,7.8,14.2,,95.0,105.0,1999-2000,Average,22.6
736,796,Tim Thomas,PF,23,MIL,76,16,2086,8.1,18.9,0.43,2.7,6.5,0.412,5.5,12.4,0.44,4.9,6.3,0.771,2.0,5.8,7.8,3.4,1.9,1.1,2.8,4.8,23.8,,109.0,105.0,2000-2001,Average,27.4
737,605,Lindsey Hunter,PG,30,MIL,82,5,2002,7.8,20.4,0.381,4.0,10.6,0.373,3.8,9.8,0.388,2.0,2.5,0.802,0.8,3.6,4.4,5.8,2.7,0.3,1.8,4.5,21.5,,108.0,106.0,2000-2001,Average,24.4
738,1249,Tim Thomas,SF,24,MIL,74,22,1987,8.5,20.2,0.42,2.5,7.8,0.326,5.9,12.4,0.478,3.8,4.8,0.793,1.7,6.3,8.0,2.8,1.7,0.9,3.4,5.4,23.3,,99.0,107.0,2001-2002,Average,26.9
739,1072,Ervin Johnson,C,34,MIL,81,9,1660,2.9,6.2,0.461,0.0,0.0,0.0,2.9,6.2,0.464,1.0,2.1,0.455,4.6,10.4,14.9,0.9,1.2,2.6,1.7,7.0,6.7,,101.0,104.0,2001-2002,Average,21.1
740,1614,Michael Redd,SG,23,MIL,82,14,2316,10.4,22.3,0.469,4.2,9.5,0.438,6.3,12.7,0.492,3.4,4.2,0.805,2.2,6.3,8.5,2.7,2.3,0.3,1.7,3.3,28.5,,118.0,108.0,2002-2003,Average,28.2
741,1519,Toni Kukoč*,PF,34,MIL,63,0,1704,7.8,18.0,0.432,3.0,8.2,0.361,4.8,9.8,0.49,4.3,6.0,0.706,2.1,6.2,8.3,7.2,2.5,0.9,3.8,4.2,22.8,,108.0,107.0,2002-2003,Average,27.0
742,1970,Desmond Mason,SF,26,MIL,82,31,2534,8.5,17.9,0.472,0.2,0.8,0.231,8.3,17.1,0.483,7.4,9.6,0.769,1.9,5.5,7.4,3.1,1.2,0.5,3.1,4.0,24.5,,108.0,107.0,2003-2004,Average,30.9
743,1937,Damon Jones,PG,27,MIL,82,26,2016,5.5,13.6,0.401,2.5,7.1,0.359,2.9,6.5,0.446,1.4,1.9,0.764,0.4,4.0,4.4,12.4,0.8,0.1,2.7,2.4,14.9,,112.0,110.0,2003-2004,Average,24.6
744,2471,Zaza Pachulia,C,20,MIL,74,4,1397,6.1,13.4,0.452,0.0,0.0,0.0,6.1,13.4,0.453,5.2,7.0,0.746,5.0,9.3,14.3,2.3,1.7,1.3,2.6,6.3,17.3,,109.0,107.0,2004-2005,Average,20.7
745,2409,Toni Kukoč*,SF,36,MIL,53,6,1099,5.1,12.3,0.41,2.0,5.6,0.362,3.0,6.7,0.45,2.1,2.9,0.721,1.5,6.2,7.7,7.7,1.9,0.6,3.1,3.4,14.2,,106.0,109.0,2004-2005,Average,20.3
746,3052,Mo Williams,PG,23,MIL,58,12,1531,9.2,21.6,0.424,2.5,6.6,0.382,6.7,15.1,0.443,3.3,3.9,0.85,1.0,3.9,4.9,7.9,1.8,0.2,3.6,5.0,24.2,,105.0,109.0,2005-2006,Average,26.4
747,2679,Charlie Bell,SG,26,MIL,59,6,1283,7.4,16.8,0.439,2.9,6.9,0.423,4.5,9.9,0.45,2.6,3.6,0.708,0.9,4.1,4.9,5.3,2.4,0.2,1.7,5.2,20.3,,114.0,108.0,2005-2006,Average,21.7
748,3499,Charlie Villanueva,PF,22,MIL,39,17,984,9.5,20.2,0.47,1.5,4.5,0.337,8.0,15.7,0.508,3.9,4.7,0.82,3.3,8.8,12.0,1.9,1.3,0.6,2.9,5.7,24.4,,107.0,110.0,2006-2007,bottom,25.2
749,3298,Ersan İlyasova,PF,19,MIL,66,14,973,7.4,19.4,0.383,2.9,7.9,0.365,4.5,11.5,0.395,3.7,4.8,0.787,3.1,7.0,10.1,2.6,1.4,0.9,2.7,7.9,21.5,,102.0,111.0,2006-2007,bottom,15.6
750,3917,Charlie Villanueva,PF,23,MIL,76,31,1829,10.2,23.4,0.435,1.6,5.3,0.297,8.6,18.1,0.475,3.5,4.5,0.783,4.2,9.2,13.4,2.2,0.9,1.0,3.1,5.0,25.5,,102.0,112.0,2007-2008,Average,26.5
751,3603,Charlie Bell,SG,28,MIL,68,5,1628,6.0,15.7,0.381,2.4,7.0,0.341,3.6,8.7,0.413,2.3,2.8,0.805,1.0,4.4,5.4,6.8,1.7,0.1,2.5,3.9,16.6,,105.0,115.0,2007-2008,Average,24.1
752,4322,Ramon Sessions,PG,22,MIL,79,39,2173,8.2,18.5,0.445,0.1,0.8,0.176,8.1,17.7,0.457,6.7,8.4,0.794,1.5,4.9,6.4,10.8,2.0,0.2,3.6,3.8,23.3,,111.0,109.0,2008-2009,Average,36.5
753,4056,Charlie Bell,SG,29,MIL,70,23,1783,6.3,15.2,0.414,2.5,7.0,0.363,3.8,8.3,0.458,1.9,2.3,0.825,0.9,3.0,3.9,4.4,1.5,0.2,2.2,4.0,17.1,,105.0,111.0,2008-2009,Average,31.2
754,4651,Ersan İlyasova,PF,22,MIL,81,31,1898,8.9,20.1,0.443,2.2,6.6,0.336,6.7,13.5,0.496,3.1,4.4,0.715,4.3,9.9,14.3,2.3,1.5,0.6,2.0,6.9,23.2,,110.0,102.0,2009-2010,Average,27.3
755,4760,Luke Ridnour,PG,28,MIL,82,0,1759,9.8,20.4,0.478,2.1,5.4,0.381,7.7,15.0,0.513,3.8,4.2,0.907,0.7,3.5,4.3,9.6,1.6,0.2,3.2,5.4,25.4,,116.0,106.0,2009-2010,Average,23.4
756,4995,Keyon Dooling,PG,30,MIL,80,22,1757,6.3,15.8,0.397,2.5,7.1,0.346,3.8,8.7,0.439,2.4,2.9,0.83,0.4,3.2,3.6,7.4,1.6,0.1,2.8,3.6,17.4,,103.0,106.0,2010-2011,Average,32.4
757,4989,Carlos Delfino,SF,28,MIL,49,40,1590,6.7,17.3,0.39,3.5,9.6,0.37,3.2,7.7,0.415,2.0,2.5,0.8,0.8,5.9,6.7,3.8,2.6,0.3,1.9,2.4,19.0,,104.0,102.0,2010-2011,Average,25.1
758,5475,Mike Dunleavy,SF,31,MIL,55,3,1445,8.5,17.9,0.474,2.9,7.4,0.399,5.5,10.5,0.527,4.1,5.1,0.811,1.0,6.2,7.2,4.1,1.0,0.3,2.1,3.1,24.0,,118.0,108.0,2011-2012,Average,30.3
759,5614,Shaun Livingston,SG,26,MIL,58,27,1092,6.0,12.7,0.469,0.1,0.1,0.667,5.9,12.6,0.466,2.9,3.7,0.785,1.8,3.9,5.8,5.7,1.3,0.9,3.1,3.7,14.9,,102.0,108.0,2011-2012,Average,26.3
